,rank,song,artist,peak-rank,weeks-on-board
188097,98,Invincible (Theme From The Legend Of Billie Jean),Pat Benatar,10,17
188098,99,I Wonder If I Take You Home,Lisa Lisa And Clult Jam With Full Force,34,21
188099,100,You're Only Human (Second Wind),Billy Joel,9,16
188187,88,Summer Of '69,Bryan Adams,5,17
188190,91,I'll Be There,Kenny Loggins,88,2
188192,93,You're In Love,Ratt,89,2
188193,94,Smokin' In The Boys Room,Motley Crue,16,15
188195,96,Never Surrender,Corey Hart,3,20
188196,97,What About Love?,Heart,10,21
188197,98,Shout,Tears For Fears,1,19
188198,99,Life In One Day,Howard Jones,19,16
188199,100,Forever,Kenny Loggins,40,22
188279,80,There Must Be An Angel,Eurythmics,22,11
188290,91,Shame,The Motels,21,13
188291,92,First Night,Survivor,53,9
188292,93,Mystery Lady,Billy Ocean,24,15
188293,94,You Look Marvelous,Billy Crystal,58,12
188294,95,No Lookin' Back,Michael McDonald,34,12
188295,96,Everytime You Go Away,Paul Young,1,23
188296,97,Janet,Commodores,87,4
188298,99,A Little Bit of Heaven,Natalie Cole,81,6
188299,100,Wise Up,Amy Grant,66,9
188392,93,Test Of Time,The Romantics,71,6
188394,95,Down On Love,Foreigner,54,8
188395,96,If You Love Somebody Set Them Free,Sting,3,18
188398,99,Who's Holding Donna Now,Debarge,6,19
188399,100,Spanish Eddie,Laura Branigan,40,11
188468,69,Do You Want Crying,Katrina And The Waves,37,10
188484,85,One In A Million,Eddie & The Tide,85,2
188492,93,Love And Pride,King,55,11
188493,94,You Spin Me Round (Like A Record),Dead Or Alive,11,18
188494,95,When Your Heart Is Weak,Cock Robin,35,16
188497,98,Glory Days,Bruce Springsteen,5,18
188498,99,You Give Good Love,Whitney Houston,3,21
188499,100,Rock Me Tonight,Freddie Jackson,18,19
188568,69,I'll Be Around,What Is This,62,6
188584,85,Live Every Moment,REO Speedwagon,34,11
188586,87,Master & Servant/(Set Me Free) Remotivate Me,Depeche Mode,87,3
188591,92,Looking Over My Shoulder,'Til Tuesday,61,5
188596,97,Hangin' On A String,Loose Ends,43,10
188597,98,Dancin' In The Key Of Life,Steve Arrington,68,6
188598,99,Wild And Crazy Love,Mary Jane Girls,42,10
188599,100,People Are People,Depeche Mode,13,18
188687,88,Get It On (Bang A Gong),The Power Station,9,15
188690,91,Rebels,Tom Petty And The Heartbreakers,74,5
188691,92,Lay It Down,Ratt,40,11
188693,94,State Of the Heart,Rick Springfield,22,15
188695,96,Sentimental Street,Night Ranger,8,17
188696,97,Summertime Girls,Y&T,55,10
188697,98,Power Of Love (You Are My Lady),Air Supply,68,6
188698,99,Not Enough Love In The World,Don Henley,34,17
188699,100,Stir It Up,Patti LaBelle,41,14
188783,84,Jesse,Julian Lennon,54,6
188787,88,The Search Is Over,Survivor,4,21
188790,91,I Want My Girl,Jesse Johnson's Revue,76,8
188792,93,In And Out Of Love,Bon Jovi,69,6
188797,98,A View To A Kill,Duran Duran,1,17
188798,99,Running Back,Urgent,79,5
188799,100,Some People,Belouis Some,67,6
188872,73,Voices Carry,'Til Tuesday,8,21
188884,85,19,Paul Hardcastle,15,14
188886,87,Information,Eric Martin,87,2
188890,91,Only For Love,Limahl,51,7
188891,92,Sussudio,Phil Collins,1,17
188893,94,Through the Fire,Chaka Khan,60,19
188894,95,Just As I Am,Air Supply,19,15
188895,96,Find A Way,Amy Grant,29,16
188896,97,It's Getting Late,The Beach Boys,82,5
188897,98,Would I Lie To You?,Eurythmics,5,19
188898,99,Your Love Is King,Sade,54,11
188899,100,Call Me,Go West,54,14
188986,87,Heaven,Bryan Adams,1,19
188992,93,Abadabadango,Kim Carnes,67,4
188993,94,Crazy In The Night (Barking At Airplanes),Kim Carnes,15,16
188994,95,Things Can Only Get Better,Howard Jones,5,23
188995,96,Let Him Go,Animotion,39,13
188996,97,Sweet Sweet Baby(I'm Falling),Lone Justice,73,5
188998,99,Everybody Wants To Rule The World,Tears For Fears,1,24
188999,100,The Goonies `R' Good Enough,Cyndi Lauper,10,15
189084,85,People Get Ready,Jeff Beck & Rod Stewart,48,10
189090,91,Fright Night,The J. Geils Band,91,2
189093,94,Possession Obsession,Daryl Hall John Oates,30,12
189094,95,Black Kisses Never Make You Blue,Curtie & The Boom Box,81,4
189095,96,Tough All Over,John Cafferty & The Beaver Brown Band,22,15
189096,97,Suddenly,Billy Ocean,4,22
189097,98,Angel,Madonna,5,17
189098,99,Black Cars,Gino Vannelli,42,16
189099,100,Centerfield,John Fogerty,44,13
189189,90,Love Resurrection,Alison Moyet,82,4
189190,91,Getcha Back,The Beach Boys,26,12
189193,94,Like A Surgeon,"""Weird Al"" Yankovic",47,8
189194,95,Walking On Sunshine,Katrina And The Waves,9,21
189196,97,Cannonball,Supertramp,28,12
189197,98,My Toot Toot,Jean Knight,50,15
189198,99,Bit By Bit (Theme From Fletch),Stephanie Mills,78,6
189199,100,Smuggler's Blues,Glenn Frey,12,19
189291,92,In My House,Mary Jane Girls,7,22
189293,94,Everything She Wants,Wham!,1,20
189294,95,Axel F,Harold Faltermeyer,3,19
189296,97,Take No Prisoners (In The Game Of Love),Peabo Bryson,78,6
189298,99,Willie & The Hand Jive,George Thorogood & The Destroyers,63,8
189299,100,Frankie,Sister Sledge,75,8
189376,77,Little By Little,Robert Plant,36,11
189386,87,Tired Of Being Blonde,Carly Simon,70,5
189390,91,Make It Better (Forget About Me),Tom Petty And The Heartbreakers,54,8
189393,94,Burning Flame,Vitamin Z,73,7
189395,96,Fresh,Kool & The Gang,9,19
189398,99,The NeverEnding Story,Limahl,17,19
189399,100,All You Zombies,Hooters,58,11
189484,85,Reaction To Action,Foreigner,54,8
189490,91,Crazy For You,Madonna,1,21
189492,93,Everything I Need,Men At Work,47,9
189493,94,Hold Me,Menudo,62,11
189494,95,(Closest Thing To) Perfect,Jermaine Jackson,67,7
189495,96,Animal Instinct,Commodores,43,9
189496,97,Wake Up (Next To You),Graham Parker & The Shot,39,12
189497,98,Don't You (Forget About Me),Simple Minds,1,22
189498,99,Meeting In The Ladies Room,Klymaxx,59,11
189499,100,We Are The World,USA For Africa,1,18
189588,89,Just A Gigolo/I Ain't Got Nobody,David Lee Roth,12,17
189592,93,Smooth Operator,Sade,5,20
189593,94,One Lonely Night,REO Speedwagon,19,16
189594,95,Alone Again,Dokken,64,11
189595,96,Go For Soda,Kim Mitchell,86,9
189596,97,Do You Wanna Get Away,Shannon,49,15
189597,98,The Lady Of My Heart,Jack Wagner,76,8
189598,99,Rhythm Of The Night,Debarge,3,22
189599,100,Some Like It Hot,The Power Station,6,18
189686,87,One Night In Bangkok,Murray Head,3,20
189688,89,See What Love Can Do,Eric Clapton,89,2
189689,90,Say You're Wrong,Julian Lennon,21,12
189693,94,Dangerous,Natalie Cole,57,10
189696,97,Obsession,Animotion,6,24
189698,99,Lucky In Love,Mick Jagger,38,11
189699,100,New Attitude,Patti LaBelle,17,21
189792,93,Lost In Love,New Edition,35,14
189794,95,All She Wants to Do Is Dance,Don Henley,9,19
189795,96,I'm On Fire,Bruce Springsteen,6,20
189796,97,Oh Girl,Boy Meets Girl,39,13
189797,98,Freak-A-Ristic,Atlantic Starr,90,6
189798,99,'Til My Baby Comes Home,Luther Vandross,29,16
189799,100,Invisible,Alison Moyet,31,17
189890,91,Show Some Respect,Tina Turner,37,10
189894,95,Real Love,Dolly Parton (Duet With Kenny Rogers),91,3
189896,97,Nightshift,Commodores,3,22
189898,99,Walking On The Chinese Wall,Philip Bailey,46,12
189899,100,That Was Yesterday,Foreigner,12,15
189981,82,Don't Come Around Here No More,Tom Petty And The Heartbreakers,13,14
189993,94,Celebrate Youth,Rick Springfield,26,11
189995,96,Ways To Be Wicked,Lone Justice,71,6
189997,98,Let's Go Out Tonight,Nile Rodgers,88,3
190083,84,You're The Only Love,Paul Hyde & Payolas,84,4
190092,93,Only Lonely,Bon Jovi,54,8
190095,96,Some Things Are Better Left Unsaid,Daryl Hall John Oates,18,13
