,category,nominee,artist,workers
2968,Best Arrangement On An Instrumental,Strike Up The Band,,"Rob McConnell, arranger (Rob McConnell & The Boss Brass)"
2969,Best Instrumental Arrangement Accompanying Vocal(s),Here's To Life,,"Johnny Mandel, arranger (Shirley Horn)"
2970,Best Engineered Album - Non-Classical,Dangerous,,"Teddy Riley & Bruce Swedien, engineers (Michael Jackson)"
2971,Producer Of The Year (Non-Classical),Babyface & L.A. Reid,,
2972,Producer Of The Year (Non-Classical),Brian Eno & Daniel Lanois,,
2973,Best Album Package,Spellbound - Compact,,"Melanie Nissen, art director (Paula Abdul)"
2974,Best Album Notes,Queen Of Soul - The Atlantic Recordings,,"Thulani Davis, Tom Dowd, Ahmet Ertegun, Arif Mardin, Dave Marsh, David Ritz & Jerry Wexler, album notes writers (Aretha Franklin)"
2975,Best Historical Album,"The Complete Capitol Recordings Of The Nat ""King"" Cole Trio",,"(Nat ""King"" Cole Trio)"
2976,Best Classical Album,Mahler: Symphony No. 9,,"Leonard Bernstein, conductor; Horst Dittberner, producer"
2977,Best Orchestral Performance,Mahler: Symphony No. 9,,"Leonard Bernstein, conductor (Berlin Philharmonic Orchestra)"
2978,Best Opera Recording,R. Strauss: Die Frau Ohne Schatten,,"Hildegard Behrens, Placido Domingo, Sumi Jo, Reinhild Runkel, Jose Van Dam & Julia Varady; Georg Solti, conductor; Christopher Raeburn, Stephen Trainor & Morten Winding, producers (Vienna Philharmonic Orchestra)"
2979,Best Performance Of A Choral Work,Orff: Carmina Burana,,"Herbert Blomstedt, conductor (San Francisco Symphony Boys Choir & San Francisco Symphony Girls Choir; San Francisco Symphony Orchestra)"
2980,Best Classical Performance - Instrumental Solo With Orchestra,Prokofiev: Sinfonia Concertante/Tchaikovsky: Variations On A Rococo Theme,,"Yo-Yo Ma, artist (Pittsburgh Symphony Orchestra)"
2981,Best Classical Performance - Instrumental Solo Without Orchestra,"Horowitz - Discovered Treasures (Chopin, Liszt, Scarlatti, Scriabin, Clementi)",,"Vladimir Horowitz, artist"
2982,Best Chamber Music Performance,Brahms: Sonatas For Cello & Piano,,"Emanuel Ax & Yo-Yo Ma, artists"
2983,Best Classical Vocal Performance,"Kathleen Battle At Carnegie Hall (Handel, Mozart, Liszt, Strauss, etc.)",,
2984,Best Contemporary Composition,Barber: The Lovers,,"Samuel Barber, composer"
2985,"Best Engineered Recording, Classical",R. Strauss: Die Frau Ohne Schatten,,"James Lock, John Pellowe, Philip Siney & Jonathan Stokes, engineers (Georg Solti, conductor)"
2986,Classical Producer Of The Year,Michael Fine,,
2987,Record Of The Year,Unforgettable,"Natalie Cole (With Nat ""King"" Cole)","David Foster, producer"
2988,Album Of The Year,Unforgettable With Love,Natalie Cole,"Andre Fischer, David Foster & Tommy LiPuma, producers"
2989,Song Of The Year,Unforgettable,,"Irving Gordon, songwriter (Natalie Cole [With Nat ""King"" Cole])"
2990,Best New Artist,Marc Cohn,,
2991,"Best Pop Vocal Performance, Female",Something To Talk About,Bonnie Raitt,
2992,"Best Pop Vocal Performance, Male",When A Man Loves A Woman,Michael Bolton,
2993,Best Pop Performance By A Duo Or Group With Vocal,Losing My Religion,R.E.M.,
2994,Best Traditional Pop Performance,Unforgettable,"Natalie Cole (With Nat ""King"" Cole)",
2995,Best Pop Instrumental Performance,Robin Hood - Prince Of Thieves,Michael Kamen,
2996,"Best Rock Vocal Performance, Solo",Luck Of The Draw,Bonnie Raitt,
2997,Best Rock Performance By A Duo Or Group With Vocal,"Good Man, Good Woman",Bonnie Raitt & Delbert McClinton,
2998,Best Hard Rock Performance With Vocal,For Unlawful Carnal Knowledge,Van Halen,
2999,Best Metal Performance,Metallica,Metallica,
3000,Best Rock Instrumental Performance,Cliffs Of Dover,Eric Johnson,
3001,Best Rock Song,Soul Cages,,"Sting, songwriter (Sting)"
3002,Best Alternative Music Album,Out Of Time,R.E.M.,
3003,"Best R&B Vocal Performance, Female",Burnin',Patti LaBelle,
3004,"Best R&B Vocal Performance, Female",How Can I Ease The Pain,Lisa Fischer,
3005,"Best R&B Vocal Performance, Male",Power Of Love,Luther Vandross,
3006,Best R&B Performance By A Duo Or Group With Vocal,Cooleyhighharmony,Boyz II Men,
3007,Best Rhythm & Blues Song,Power Of Love/Love Power,,"Marcus Miller, Luther Vandross & Teddy Vann, songwriters (Luther Vandross)"
3008,Best Rap Solo Performance,Mama Said Knock You Out,LL Cool J,
3009,Best Rap Performance By A Duo Or Group,Summertime,D.J. Jazzy Jeff & The Fresh Prince,
3010,Best New Age Album,Fresh Aire 7,Chip Davis (Mannheim Steamroller),
3011,Best Contemporary Jazz Performance,Sassy,The Manhattan Transfer,
3012,Best Jazz Vocal Performance,He Is Christmas,Take 6,
3013,Best Jazz Instrumental Solo,I Remember You,,"Stan Getz, soloist"
3014,"Best Jazz Instrumental Performance, Group",Saturday Night At The Blue Note,Oscar Peterson Trio,
3015,Best Large Jazz Ensemble Performance,Live At The Royal Festival Hall,Dizzy Gillespie,
3016,"Best Country Vocal Performance, Female",Down At The Twist And Shout,Mary Chapin Carpenter,
3017,"Best Country Vocal Performance, Male",Ropin' The Wind,Garth Brooks,
3018,Best Country Performance By A Duo Or Group With Vocal,Love Can Build A Bridge,The Judds,
3019,Best Country Vocal Collaboration,Restless,"Ricky Skaggs, Steve Wariner & Vince Gill",
3020,Best Country Instrumental Performance,The New Nashville Cats,Mark O'Connor,
3021,Best Bluegrass Album,Spring Training,Carl Jackson & John Starling (With The Nash Ramblers),
3022,Best Country Song,Love Can Build A Bridge,,"John Jarvis, Naomi Judd & Paul Overstreet, songwriters (The Judds)"
3023,Best Rock/Contemporary Gospel Album,Under Their Influence,Russ Taff,
3024,Best Pop Gospel Album,For The Sake Of The Call,Steven Curtis Chapman,
3025,Best Southern Gospel Album,Homecoming,The Gaither Vocal Band,
3026,Best Traditional Soul Gospel Album,Pray For Me,Mighty Clouds Of Joy,
3027,Best Contemporary Soul Gospel Album,Different Lifestyles,CeCe & BeBe Winans,
3028,Best Gospel Album By Choir Or Chorus,The Evolution Of Gospel,,"Gary Hines, choir director (The Sounds Of Blackness)"
3029,Best Latin Pop Album,Cosas Del Amor,Vikki Carr,
3030,Best Tropical Latin Album,Bachata Rosa,Juan Luis Guerra 4.40,
3031,Best Mexican-American Album,16 de Septiembre,Little Joe,
3032,Best Traditional Blues Album,Live At The Apollo,B.B. King,
3033,Best Contemporary Blues Album,"Damn Right, I've Got The Blues",Buddy Guy,
3034,Best Traditional Folk Album,The Civil War - Original Soundtrack,(Various Artists),
3035,Best Contemporary Folk Album,The Missing Years,John Prine,
3036,Best Reggae Album,As Raw As Ever,Shabba Ranks,
3037,Best World Music Album,Planet Drum,Mickey Hart,
3038,Best Polka Album,Live At Gilley's!,Jimmy Sturr,
3039,Best Album For Children,A Capella Kids,(The Maranatha! Kids),
3040,Best Comedy Album,P.D.Q. Bach: WTWP Classical Talkity-Talk Radio,Peter Schickele,
3041,Best Spoken Word Or Non-Musical Album,The Civil War,Ken Burns,
3042,Best Musical Show Album,The Will Rogers Follies,,"Cy Coleman, composer; Betty Comden & Adolph Green, lyricists; Mike Berniker & Cy Coleman, producers (Original Broadway Cast)"
3043,Best Instrumental Composition,Basque,,"Elton John, composer (James Galway)"
3044,Best Instrumental Composition Written For A Motion Picture Or For Television,Dances With Wolves,,"John Barry, composer (John Barry)"
3045,Best Song Written Specifically For A Motion Picture Or For Television,(Everything I Do) I Do It For You (From Robin Hood - Prince Of Thieves),"Bryan Adams, Michael Kamen & Robert John ""Mutt"" Lange, songwriters (Bryan Adams)",
3046,Best Music Video - Short Form,Losing My Religion,R.E.M.,"Tarsem (Bill Berry, Peter Buck, Mike Mills & Michael Stipe), video directors; Dave Ramser, video producer"
3047,"Best Music Video, Long Form",Madonna - Blonde Ambition World Tour Live,Madonna,"David Mallet & Mark ""Aldo"" Miceli, video directors; Anthony Eaton, video producer"
3048,Best Arrangement On An Instrumental,Medley: Bess You Is My Woman/I Loves You Porgy,,"Dave Grusin, arranger (Dave Grusin)"
3049,Best Instrumental Arrangement Accompanying Vocal(s),Unforgettable,,"Johnny Mandel, arranger (Natalie Cole)"
3050,Best Engineered Album - Non-Classical,Unforgettable With Love,,"David Reitzas, Al Schmitt, Armin Steiner & Woody Woodruff, engineers (Natalie Cole)"
3051,Producer Of The Year (Non Classical),David Foster,,
3052,Best Album Package,Billie Holiday - The Complete Decca Recordings,,"Vartan, art director (Billie Holiday)"
3053,Best Album Notes,Star Time,,"James Brown, Nelson George, Alan M. Leeds, Harry Weinger & Cliff White, album notes writers (James Brown)"
3054,Best Historical Album,Billie Holiday - The Complete Decca Recordings,,(Billie Holiday)
3055,Best Classical Album,Bernstein: Candide,,"Leonard Bernstein, conductor; June Anderson, Nicolai Gedda, Adolph Green, Jerry Hadley, Della Jones, Christa Ludwig & Kurt Ollmann, artists; Hans Weber, producer"
3056,Best Orchestral Performance,Corigliano: Symphony No. 1,,"Daniel Barenboim, conductor (Chicago Symphony Orchestra)"
3057,Best Opera Recording,Wagner: Gotterdammerung,,"Hildegard Behrens, Reiner Goldberg, Matti Salminen, Hanna Schwarz, Cheryl Studer, Bernd Weikl & Ekkehard Wlaschiha; James Levine, conductor; Cord Garben, producer (Metropolitan Opera Orchestra)"
3058,Best Performance Of A Choral Work,Bach: Mass In B Minor,,"Georg Solti, conductor (Chicago Symphony Chorus; Chicago Symphony Orchestra)"
3059,Best Instrumental Soloist With Orchestra,Barber: Piano Concerto,,"John Browning, artist (Saint Louis Symphony Orchestra)"
3060,Best Classical Performance Instrumental Solo Without Orchestra,Granados: Goyescas; Allegro De Concierto; Danza Lenta,,"Alicia De Larrocha, artist"
3061,Best Chamber Music Performance,Brahms: Piano Quartets (Op. 25 & 26),,"Emanuel Ax, Jaime Laredo, Yo-Yo Ma & Isaac Stern, artists"
3062,Best Classical Vocal Soloist,"The Girl With Orange Lips (Falla, Ravel, etc.)",,
3063,Best Contemporary Composition,Corigliano: Symphony No. 1,,"John Corigliano, composer"
3064,"Best Engineered Recording, Classical",Bernstein: Candide,,"Gregor Zielinsky, engineer (Leonard Bernstein, conductor)"
3065,Classical Producer Of The Year,James Mallinson,,
3066,Record Of The Year,Another Day In Paradise,Phil Collins,"Phil Collins & Hugh Padgham, producers"
3067,Album Of The Year,Back On The Block,Quincy Jones (And Various Artists),"Quincy Jones, producer"
3068,Song Of The Year,From A Distance,,"Julie Gold, songwriter (Bette Midler)"
3069,Best New Artist,Mariah Carey,,
3070,"Best Pop Vocal Performance, Female",Vision Of Love,Mariah Carey,
3071,"Best Pop Vocal Performance, Male",Oh Pretty Woman,Roy Orbison,
3072,Best Pop Performance By A Duo Or Group With Vocal,All My Life,Linda Ronstadt & Aaron Neville,
3073,Best Pop Instrumental Performance,Twin Peaks Theme,Angelo Badalamenti,
3074,"Best Rock Vocal Performance, Female",Black Velvet,Alannah Myles,
3075,"Best Rock Vocal Performance, Male",Bad Love,Eric Clapton,
3076,Best Rock Performance By A Duo Or Group With Vocal,Janie's Got A Gun,Aerosmith,
3077,Best Rock Instrumental Performance,D/FW,Vaughan Brothers,
3078,Best Hard Rock Performance,Time's Up,Living Colour,
3079,Best Metal Performance,Stone Cold Crazy,Metallica,
3080,Best Alternative Music Performance,I Do Not Want What I Haven't Got,Sinéad O'Connor,
3081,"Best R&B Vocal Performance, Female",Compositions,Anita Baker,
3082,"Best R&B Vocal Performance, Male",Here And Now,Luther Vandross,
3083,Best R&B Performance By A Duo Or Group With Vocal,I'll Be Good To You,Ray Charles & Chaka Khan,
3084,Best Rhythm & Blues Song,U Can't Touch This,,"M.C. Hammer, Rick James & Alonzo Miller, songwriters (M.C. Hammer)"
3085,Best Rap Solo Performance,U Can't Touch This,M.C. Hammer,
3086,Best Rap Performance By A Duo Or Group,Back On The Block,"Melle Mel, Ice-T, Big Daddy Kane, Kool Moe Dee, Quincy Jones & Quincy D. III",
3087,Best New Age Performance,Mark Isham,Mark Isham,
3088,Best Jazz Fusion Performance,Birdland,Quincy Jones,
3089,"Best Jazz Vocal Performance, Female",All That Jazz,Ella Fitzgerald,
3090,"Best Jazz Vocal Performance, Male",We Are In Love,"Harry Connick, Jr.",
3091,"Best Jazz Instrumental Performance, Soloist",The Legendary Oscar Peterson Trio Live At The Blue Note,,"Oscar Peterson, soloist"
3092,"Best Jazz Instrumental Performance, Group",The Legendary Oscar Peterson Trio Live At The Blue Note,The Oscar Peterson Trio,
3093,"Best Jazz Instrumental Performance, Big Band",Basie's Bag,Frank Foster,
3094,"Best Country Vocal Performance, Female",Where've You Been,Kathy Mattea,
3095,"Best Country Vocal Performance, Male",When I Call Your Name,Vince Gill,
3096,Best Country Performance By A Duo Or Group With Vocal,Pickin' On Nashville,The Kentucky Headhunters,
3097,Best Country Vocal Collaboration,Poor Boy Blues,Chet Atkins & Mark Knopfler,
3098,Best Country Instrumental Performance,"So Soft, Your Goodbye",Chet Atkins & Mark Knopfler,
3099,Best Bluegrass Recording,I've Got That Old Feeling,Alison Krauss,
3100,Best Country Song,Where've You Been,,"Don Henry & Jon Vezner, songwriters (Kathy Mattea)"
3101,Best Rock/Contemporary Gospel Album,Beyond Belief,Petra,
3102,Best Pop Gospel Album,Another Time... Another Place,Sandi Patti,
3103,Best Southern Gospel Album,The Great Exchange,Bruce Carroll,
3104,Best Traditional Soul Gospel Performance,Tramaine Hawkins Live,Tramaine Hawkins,
3105,Best Contemporary Soul Gospel Album,So Much 2 Say,Take 6,
3106,Best Gospel Album By A Choir Or Chorus,Having Church,,"James Cleveland, choir director (The Southern California Community Choir)"
3107,Best Latin Pop Performance,Por Que Te Tengo Que Olvidar?,Jose Feliciano,
3108,Best Tropical Latin Performance,Lambada Timbales,Tito Puente,
3109,Best Mexican-American Performance,Soy De San Luis,Texas Tornados,
3110,Best Traditional Blues Recording,Live At San Quentin,B.B. King,
3111,Best Contemporary Blues Recording,Family Style,Vaughan Brothers,
3112,Best Traditional Folk Recording,On Praying Ground,Doc Watson,
3113,Best Contemporary Folk Recording,Steady On,Shawn Colvin,
3114,Best Reggae Recording,Time Will Tell - A Tribute To Bob Marley,Bunny Wailer,
3115,Best Polka Recording,When It's Polka Time At Your House,Jimmy Sturr,
3116,Best Recording For Children,The Little Mermaid,(Various Artists),
3117,Best Comedy Recording,P.D.Q. Bach: Oedipus Tex And Other Choral Calamities,Peter Schickele,
3118,Best Spoken Word Or Non-Musical Recording,Gracie - A Love Story,George Burns,
3119,Best Musical Cast Show Album,Les Miserables - The Complete Symphonic Recording,,"David Caddick, producer (Garry Morris & Cast Members)"
3120,Best Instrumental Composition,Change Of Heart,,"Pat Metheny, composer (Pat Metheny, Dave Holland & Roy Haynes)"
3121,Best Instrumental Composition Written For A Motion Picture Or For Television,Glory,,"James Horner, composer (James Horner & The Boys Choir of Harlem)"
3122,Best Song Written Specifically For A Motion Picture Or For Television,Under The Sea (From The Little Mermaid),"Howard Ashman & Alan Menken, songwriters (Various Artists)",
3123,Best Music Video - Short Form,Opposites Attract,Paula Abdul,"Michael Patterson & Candice Reckinger, video directors; Sharon Oreck, video producer"
3124,Best Music Video - Long Form,Please Hammer Don't Hurt 'Em - The Movie,M.C. Hammer,"Rupert Wainwright, video director; John Oetjen, video producer"
3125,Best Arrangement On An Instrumental,Birdland,,"Jerry Hey, Quincy Jones, Ian Prince & Rod Temperton, arrangers (Quincy Jones)"
3126,Best Instrumental Arrangement Accompanying Vocal(s),The Places You Find Love,,"Glen Ballard, Jerry Hey, Quincy Jones & Clif Magness, arrangers (Siedah Garrett & Chaka Khan)"
3127,Best Engineered Recording - Non-Classical,Back On The Block,,"Bruce Swedien, engineer (Quincy Jones)"
3128,Producer Of The Year (Non-Classical),Quincy Jones,,
3129,Best Album Package,Days Of Open Hand,,"Jeffrey Gold, Len Peltier & Suzanne Vega, art directors (Suzanne Vega)"
3130,Best Album Notes,Brownie - The Complete Emarcy Recordings Of Clifford Brown,,"Dan Morgenstern, album notes writer (Clifford Brown)"
3131,Best Historical Album,Robert Johnson - The Complete Recordings,,(Robert Johnson)
3132,Best Classical Album,Ives: Sym. No. 2; Gong On The Hook And Ladder; Central Park In The Dark; The Unanswered Question,,"Leonard Bernstein, artist; Hans Weber, producer"
3133,Best Orchestral Performance,Shostakovich: Symphonies Nos. 1 & 7,,"Leonard Bernstein, conductor (Chicago Symphony Orchestra)"
3134,Best Opera Recording,Wagner: Das Rheingold,,"Siegfried Jerusalem, Christa Ludwig, Kurt Moll, James Morris, Jan Hendrik Rootering, Ekkehard Wlaschiha & Heinz Zednik; James Levine, conductor; Cord Garben, producer (Metropolitan Opera Orchestra)"
3135,Best Choral Performance (Other Than Opera),Walton: Belshazzar's Feast/Bernstein: Chichester Psalms; Missa Brevis,,"Robert Shaw, conductor (Atlanta Symphony Chorus; Atlanta Symphony Orchestra)"
3136,"Best Classical Performance, Instrumental Soloist (With Orchestra)",Shostakovich: Violin Concerto No. 1 In A Minor/Glazunov: Violin Concerto In A Minor,,"Itzhak Perlman, artist (Israel Philharmonic Orchestra)"
3137,"Best Classical Performance, Instrumental Soloist (Without Orchestra)",The Last Recording,,"Vladimir Horowitz, artist"
3138,Best Chamber Music Or Other Small Ensemble Performance,Brahms: The Three Violin Sonatas,,"Daniel Barenboim & Itzhak Perlman, artists"
