,nominee,artist,prizes
2227,Sweet Child O' Mine,Sheryl Crow,1
2228,Sweet Thing,Keith Urban,1
2229,Sweetener,Ariana Grande,1
2230,Swing Dat Hammer,Harry Belafonte,1
2231,Sylva,Snarky Puppy & Metropole Orkest,1
2232,Symphony No. 1,Joe Jackson,1
2233,Synchronicity,The Police,1
2234,Syro,Aphex Twin,1
2235,Sì,Andrea Bocelli,1
2236,TajMo,Taj Mahal & Keb' Mo',1
2237,Take 6,Take 6,1
2238,Take A Look,Natalie Cole,1
2239,Take Care,Drake,1
2240,Take Me Back,Andrae Crouch & The Disciples,1
2241,Take Me To The Alley,Gregory Porter,1
2242,Take Your Pick,Larry Carlton & Tak Matsumoto,1
2243,Take Your Shoes Off,The Robert Cray Band,1
2244,Taking The Long Way,Dixie Chicks,2
2245,Tales From The Hudson,Michael Brecker,1
2246,Tales Of America,J.S. Ondara,1
2247,Talk,Khalid,1
2248,Talk About The Good Times,The Oak Ridge Boys,1
2249,Talking For Clapping,Patton Oswalt,1
2250,Talking Timbuktu,Ali Farka Toure & Ry Cooder,1
2251,Tall Fiddler,Michael Cleveland,1
2252,"Tall, Dark, & Handsome",Delbert McClinton & Self-Made Men + Dana,1
2253,Tangos,Rubén Blades,1
2254,Tapestry,Carole King,2
2255,Tarzan,Phil Collins,1
2256,Tassili,Tinariwen,1
2257,Te Va A Gustar,El Chapo,1
2258,Tears In Heaven,Eric Clapton,2
2259,Tell Me I'm Pretty,Cage The Elephant,1
2260,Tell Me Something Good,Rufus,1
2261,Ten Summoner's Tales,Sting,1
2262,Tennessee,Arrested Development,1
2263,Tequila,Dan + Shay,1
2264,Tequila,The Champs,1
2265,Testimony,Gloria Gaynor,1
2266,Tha Carter III,Lil Wayne,1
2267,Tha Crossroads,Bone Thugs-N-Harmony,1
2268,Thankful,Mary Mary,1
2269,That Lovin' You Feelin' Again,Emmylou Harris & Roy Orbison,1
2270,That Nigger's Crazy,Richard Pryor,1
2271,That Old Black Magic,"Keely Smith, Louis Prima",1
2272,That's The Way Love Goes,Merle Haggard,1
2273,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder",1
2274,That's What I Like,Bruno Mars,1
2275,"The ""In"" Crowd",Ramsey Lewis Trio,1
2276,The 2000 Year Old Man In The Year 2000,Mel Brooks & Carl Reiner,1
2277,The Adventures Of Elmo In Grouchland,(Various Artists),1
2278,The Age Of Spin & Deep In The Heart Of Texas,Dave Chappelle,1
2279,The Alphabet,(The Sesame Street Muppets),1
2280,The Apostle - Soundtrack,(Various Artists),1
2281,The Art Of Romance,Tony Bennett,1
2282,"The Astonishing, Outrageous, Amazing, Incredible, Unbelievable, Different World of Gary S. Paxton",Gary S. Paxton,1
2283,The Atkins-Travis Traveling Show,Chet Atkins & Merle Travis,1
2284,The Audacity Of Hope: Thoughts On Reclaiming The American Dream,Barack Obama,1
2285,"The Autobiography Of Martin Luther King, Jr.",LeVar Burton,1
2286,The Band Courtbouillon,"Wayne Toups, Steve Riley & Wilson Savoy",1
2287,The Baptism Of Jesse Taylor,The Oak Ridge Boys,1
2288,The Barbra Streisand Album,Barbra Streisand,2
2289,The Battle Of Kookamonga,Homer And Jethro,1
2290,The Battle Of New Orleans,Johnny Horton,1
2291,The Beatles Anthology,The Beatles,1
2292,The Beatles Love - All Together Now,(Various Artists),1
2293,The Beatles: Eight Days A Week The Touring Years,The Beatles,1
2294,The Belle Of Amherst,Julie Harris,1
2295,The Best Is Yet To Come,Ella Fitzgerald,1
2296,The Best Of The Stan Freberg Shows,Stan Freberg,1
2297,The Bill Evans Album,Bill Evans Trio,2
2298,The Bluegrass Diaries,Jim Lauderdale,1
2299,The Blues Is Alive And Well,Buddy Guy,1
2300,The Bodyguard - Original Soundtrack Album,Whitney Houston,1
2301,The Boy Is Mine,Brandy & Monica,1
2302,The Boys Of Summer,Don Henley,1
2303,The Breakthrough,Mary J. Blige,1
2304,The Broadway Album,Barbra Streisand,1
2305,The Button-Down Mind Of Bob Newhart,Bob Newhart,1
2306,The Button-Down Mind Strikes Back!,Bob Newhart,1
2307,The Call Of Ktulu,Metallica & Michael Kamen,1
2308,The Calling,Dianne Reeves,1
2309,The Calling,Santana Featuring Eric Clapton,1
2310,The Carnegie Hall Performance,Lewis Black,1
2311,The Celtic Harp,The Chieftains,1
2312,The Children's Shakespeare,(Various Artists),1
2313,The Chipmunk Song,"David Seville & The Chipmunks (Ross Bagdasarian, Sr.)",1
2314,The Chipmunk Song,"David Seville And The Chipmunks (Ross Bagdasarian, Sr.)",1
2315,The Chokin' Kind,Joe Simon,1
2316,The Civil War,Ken Burns,1
2317,The Civil War - Original Soundtrack,(Various Artists),1
2318,The Closer I Get To You,Beyoncé & Luther Vandross,1
2319,The Closer You Get...,Alabama,1
2320,The College Dropout,Kanye West,1
2321,The Colorful Peter Nero,Peter Nero,1
2322,The Company We Keep,The Del McCoury Band,1
2323,The Concert For Bangla Desh,"George Harrison, Ravi Shankar, Bob Dylan, Leon Russell, Ringo Starr, Billy Preston, Eric Clapton & Klaus Voormann",1
2324,The Confessions Tour,Madonna,1
2325,The Connection,Emmylou Harris,1
2326,The Cotton Club - Original Motion Picture Soundtrack,John Barry & Bob Wilber,1
2327,The Crow: New Songs For The Five-String Banjo,Steve Martin,1
2328,The Daily Show With Jon Stewart Presents Earth (The Audiobook),"Jon Stewart (With  Samantha Bee, Wyatt Cenac, Jason Jones, John Oliver & Sigourney Weaver)",1
2329,The Daily Show With Jon Stewart Presents...America: A Citizen's Guide To Democracy Inaction,Jon Stewart And The Cast Of The Daily Show,1
2330,The Daughters,Little Big Town,1
2331,The Defiant Ones,(Various Artists),1
2332,The Devil Made Me Buy This Dress,Flip Wilson,1
2333,The Devil Went Down To Georgia,The Charlie Daniels Band,1
2334,The Diary Of Alicia Keys,Alicia Keys,1
2335,The Distant Future,Flight Of The Conchords,1
2336,The Dude,Quincy Jones,1
2337,The E.N.D.,The Black Eyed Peas,1
2338,The Earls Of Leicester,The Earls Of Leicester,1
2339,The Electric Company,Rita Moreno & Bill Cosby,1
2340,The Elements,TobyMac,1
2341,The Elephant's Child,Bobby McFerrin & Jack Nicholson,1
2342,The Eleventh Hour,Jars Of Clay,1
2343,The Ellington Suites,Duke Ellington,1
2344,The Emancipation Of Mimi,Mariah Carey,1
2345,The Eminem Show,Eminem,1
2346,The End Is Not In Sight (The Cowboy Tune),Amazing Rhythm Aces,1
2347,The End Is The Beginning Is The End,The Smashing Pumpkins,1
2348,The End Of The Innocence,Don Henley,1
2349,The Entertainer,Chet Atkins,1
2350,The Entertainer,Marvin Hamlisch,1
2351,The Experience,Yolanda Adams,1
2352,The Fame,Lady Gaga,1
2353,The Fame Monster,Lady Gaga,1
2354,The Father Hath Provided,Larnelle Harris,1
2355,The Fight Of My Life,Kirk Franklin,1
2356,The Final Battle: Sly & Robbie vs. Roots Radics,Sly & Robbie & Roots Radics,1
2357,The First Family,Vaughn Meader,2
2358,The First Time Ever I Saw Your Face,Roberta Flack,1
2359,The Gambler,Kenny Rogers,1
2360,The Game Of Love,Santana & Michelle Branch,1
2361,The Gathering,Caribbean Jazz Project,1
2362,The Genius Of Ray Charles,Ray Charles,1
2363,The Ghost Of Tom Joad,Bruce Springsteen,1
2364,The Girl From Ipanema,Stan Getz & Astrud Gilberto,1
2365,The Globe Sessions,Sheryl Crow,1
2366,The Goat Rodeo Sessions,"Yo-Yo Ma, Stuart Duncan, Edgar Meyer & Chris Thile",1
2367,The Good Feeling,Christian McBride Big Band,1
2368,The Grass Is Blue,Dolly Parton,1
2369,The Great Adventure,Steven Curtis Chapman,1
2370,The Great Dobro Sessions,(Various Artists),1
2371,The Great Exchange,Bruce Carroll,1
2372,The Greatest Showman,Hugh Jackman (& Various Artists),1
2373,The Happy Gospel Of The Happy Goodmans,The Happy Goodman Family,1
2374,The Heist,Macklemore & Ryan Lewis,1
2375,The Hidden Land,Béla Fleck & The Flecktones,1
2376,The House That Built Me,Miranda Lambert,1
2377,The Hustle,Van McCoy,1
2378,The Joke,Brandi Carlile,1
2379,The Joshua Tree,U2,2
2380,The Kingston Trio At Large,The Kingston Trio,1
2381,The Last Days Of Oakland,Fantastic Negrito,1
2382,The Last In Line,Tenacious D,1
2383,The Last Mambo,Cachao,1
2384,The Legacy,Jo-EL Sonnier,1
2385,The Legendary Oscar Peterson Trio Live At The Blue Note,The Oscar Peterson Trio,1
2386,The Leprechaun,Chick Corea,1
2387,The Lion King - Original Motion Picture Soundtrack,(Various Artists),1
2388,The Lion King Read-Along,Robert Guillaume,1
2389,The Lion King: The Gift,Beyoncé,1
2390,The Lion King: The Songs,(Various Artists),1
2391,The Little Mermaid,(Various Artists),1
2392,The Little Prince,Richard Burton,1
2393,The Live Adventure,Steven Curtis Chapman,1
2394,The Living Room Sessions Part 1,Ravi Shankar,1
2395,The London,Young Thug Featuring J. Cole & Travis Scott,1
2396,The London Muddy Waters Session,Muddy Waters,1
2397,The Lord Will Make A Way,Al Green,1
2398,The Lord's Prayer,"Reba Rambo, Dony McGuire, B.J. Thomas, Andrae Crouch, Walter Hawkins, Tramaine Hawkins, Cynthia Clawson, The Archers",1
2399,The Lost Boy,YBN Cordae,1
2400,The Love,Alphabet Rockers,1
2401,The Lucky One,Alison Krauss & Union Station,1
2402,The Marshall Mathers LP,Eminem,1
2403,The Marshall Mathers LP2,Eminem,1
2404,The Masters V,The Masters V,1
2405,The Measure Of A Man,Sidney Poitier,1
2406,The Memory Of Trees,Enya,1
2407,The Miseducation Of Lauryn Hill,Lauryn Hill,2
2408,The Missing Years,John Prine,1
2409,The Mix-Up,Beastie Boys,1
2410,The Monster,Eminem Featuring Rihanna,1
2411,The Mosaic Project,Terri Lyne Carrington & Various Artists,1
2412,The Muddy Waters Woodstock Album,Muddy Waters,1
2413,The Muppet Movie,(The Muppets),1
2414,The Muppet Show,(The Muppets),1
2415,The Muscle Shoals Recordings,The Steeldrivers,1
2416,The Music From Peter Gunn,Henry Mancini,1
2417,The Nashville Brass Featuring Danny Davis Play More Nashville Sounds,Nashville Brass With Danny Davis,1
2418,The Nashville Sound,Jason Isbell And The 400 Unit,1
2419,The New Crystal Silence,Chick Corea & Gary Burton,1
2420,The New Nashville Cats,Mark O'Connor,1
2421,The Nu Nation Project,Kirk Franklin,1
2422,The Offense Of The Drum,Arturo O'Farrill & The Afro Latin Jazz Orchestra,1
2423,The Omni-American Book Club,Brian Lynch Big Band,1
2424,The Phil Woods Six - Live From The Showboat,Phil Woods,1
2425,The Pink Panther,Henry Mancini,1
2426,The Power Of One,Israel Houghton,1
2427,The Pretender,Foo Fighters,1
2428,The Prince's Trust All-Star Rock Concert,(Various Artists),1
2429,The Princess Diarist,Carrie Fisher,1
2430,The Real Slim Shady,Eminem,1
2431,The Reason,Diamond Rio,1
2432,The Reason Why,Vince Gill,1
2433,The Resistance,Muse,1
2434,The Return Of Roger Miller,Roger Miller,1
2435,The Revolution Starts...Now,Steve Earle,1
2436,The Rising,Bruce Springsteen,2
2437,The River & The Thread,Rosanne Cash,1
2438,The Road From Memphis,Booker T. Jones,1
2439,The Road To Ensenada,Lyle Lovett,1
2440,The Road To Escondido,JJ Cale & Eric Clapton,1
2441,The Road To You,Pat Metheny Group,1
2442,"The Rock-A-Bye Collection, Vol. 1",Tanya Goodman,1
2443,The Roots Of Coincidence,Pat Metheny Group,1
2444,The Rose,Bette Midler,1
2445,The Savior Is Waiting,Take 6,1
2446,The Score,Fugees,1
2447,The Secret Between The Shadow And The Soul,Branford Marsalis Quartet,1
2448,The Silver Lining: The Songs Of Jerome Kern,Tony Bennett & Bill Charlap,1
2449,The Sinister Minister,Béla Fleck & The Flecktones,1
2450,The Sky Is Crying,Stevie Ray Vaughan & Double Trouble,1
2451,The Slim Shady LP,Eminem,1
2452,The Soul Of Me,Dottie Rambo,1
2453,The Sound Of Philadelphia,MFSB,1
2454,The Stanley Clarke Band,The Stanley Clarke Band,1
2455,The Story-Teller: A Session With Charles Laughton,Charles Laughton,1
2456,The Streets Of Baltimore,Del McCoury Band,1
2457,The Suburbs,Arcade Fire,1
2458,The Swingle Singers Going Baroque,Ward Swingle (The Swingle Singers),1
2459,The Theme From A Summer Place,Percy Faith & His Orchestra,1
2460,The Theme From Hill Street Blues,Larry Carlton & Mike Post,1
2461,The Thompson Fields,Maria Schneider Orchestra,1
2462,The Thrill Is Gone,B.B. King,1
2463,The Tonight Show Band With Doc Severinsen,The Tonight Show Band With Doc Severinsen,1
2464,The Train They Call The City Of New Orleans,Tom Chapin,1
2465,The Travelin' McCourys,The Travelin' McCourys,1
2466,The Trio,"Joe Pass, Oscar Peterson & Niels Pedersen",1
2467,The Turning Point,McCoy Tyner Big Band,1
2468,The Ultimate Adventure,Chick Corea,1
2469,The Valley Road,Nitty Gritty Dirt Band & Bruce Hornsby,1
2470,The Way Up,Pat Metheny Group,1
2471,The Weary Kind (From Crazy Heart),"Ryan Bingham & T Bone Burnett, songwriters (Ryan Bingham)",1
2472,The Whiskey Ain't Workin',Travis Tritt & Marty Stuart,1
2473,The Whole World,OutKast Featuring Killer Mike,1
2474,The Winans Live At Carnegie Hall,The Winans,1
2475,The Wind,Warren Zevon,1
2476,The Window,Cécile McLorin Salvant,1
2477,The Wizard Turns On...,The Flaming Lips,1
2478,The Woman I Am,Chaka Khan,1
2479,The Woman In Me,Shania Twain,1
2480,The Words Of Gandhi,Ben Kingsley,1
2481,"Theme From ""Z"" And Other Film Music",Henry Mancini,1
2482,Theme From Good King Bad,George Benson,1
2483,Then And Now,Doc Watson,1
2484,There Goes My Baby,Usher,1
2485,There Goes The Neighborhood,Sheryl Crow,1
2486,There Is Nothing Left To Lose,Foo Fighters,1
2487,There Must Be A Better World Somewhere,B.B. King,1
2488,There Was An Old Lady Who Swallowed A Fly,Tom Chapin,1
2489,There Will Be A Light,Ben Harper & The Blind Boys Of Alabama,1
2490,There's A Tear In My Beer,"Hank Williams, Jr., & Hank Williams, Sr.",1
2491,There's Your Trouble,Dixie Chicks,1
2492,These Days,Vince Gill,1
2493,These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",1
2494,They Call Me Muddy Waters,Muddy Waters,1
2495,They Say,Sandi Patti & Deniece Williams,1
2496,Thinking Of You,Kitaro,1
2497,Thinking Out Loud,Ed Sheeran,1
2498,Thirsty Ghost,Sara Gazarek,1
2499,This Is A Recording,Lily Tomlin,1
2500,This Is America,Childish Gambino,3
2501,This Is It,Kenny Loggins,1
2502,This Is My Song,Deniece Williams,1
2503,This Is Not A Test,Tobymac,1
2504,This Is What I Do,Sonny Rollins,1
2505,This Is Where I Live,William Bell,1
2506,This Land,Gary Clark Jr.,3
2507,This Love,Maroon 5,1
2508,This Masquerade,George Benson,1
2509,This Side,Nickel Creek,1
2510,This Time By Basie! Hits Of The 50's And 60's,Count Basie,1
2511,This Will Be,Natalie Cole,1
2512,"Those Of You With Or Without Children, You'll Understand",Bill Cosby,1
2513,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1
2514,Thriller,Michael Jackson,2
2515,Throttleneck,Brad Paisley,1
2516,Throw A Penny In The Wishing Well,Jennifer Gasoi,1
2517,Throw Down Your Heart,Béla Fleck,1
2518,"Throw Down Your Heart , Africa Sessions Part 2: Unreleased Tracks",Béla Fleck,1
2519,"Throw Down Your Heart: Tales From The Acoustic Planet, Vol. 3 - Africa Sessions",Béla Fleck,1
2520,Thundering Herd,Woody Herman,1
2521,Thy Kingdom Come,CeCe Winans,1
2522,Tiempo Al Tiempo,Luis Enrique + C4 Trio,1
2523,Tiempos,Rubén Blades,1
2524,Tighten Up,The Black Keys,1
2525,Time Out Of Mind,Bob Dylan,2
2526,Time Today,BJ The Chicago Kid,1
2527,Time Will Tell - A Tribute To Bob Marley,Bunny Wailer,1
2528,Time's Up,Living Colour,1
2529,Timeless,Diane Schuur,1
2530,Timeless - Hank Williams Tribute,(Various Artists),1
2531,"Tin, Christopher: Calling All Dawns","Lucas Richman, Various Artists & The Royal Philharmonic Orchestra",1
2532,Tina Live In Europe,Tina Turner,1
2533,Tire Me,Rage Against The Machine,1
2534,To Be Loved,Michael Bublé,1
2535,To Pimp A Butterfly,Kendrick Lamar,1
2536,"To Russell, My Brother, Whom I Slept With",Bill Cosby,1
2537,Toga Brava Suite,Duke Ellington,1
2538,"Toil, Tears & Trouble",The Po’ Ramblin’ Boys,1
2539,Tom Dooley,The Kingston Trio,1
2540,Tomorrow,The Winans,1
2541,Tomorrow's Children,Pete Seeger With The Rivertown Kids And Friends,1
2542,Tonite,LCD Soundsystem,1
2543,Tony Bennett Celebrates 90,(Various Artists),1
2544,Tony Bennett On Holiday,Tony Bennett,1
2545,Too Bad,Rival Sons,1
2546,Top Drawer,Mel Tormé,1
2547,Top Gun Anthem,Harold Faltermeyer & Steve Stevens,1
2548,Top Of The World,Dixie Chicks,1
2549,Top Of The World,Jimmy Sturr,1
2550,Totemic Flute Chants,Johnny Whitehorse,1
2551,Toto IV,Toto,1
2552,Touched By A Polka,Jimmy Sturr,1
2553,Townes,Steve Earle,1
2554,Toxic,Britney Spears,1
2555,Tracy Chapman,Tracy Chapman,1
2556,Tramaine Hawkins Live,Tramaine Hawkins,1
2557,Trauma,I Prevail,1
2558,Traveling Wilburys Volume One,Traveling Wilburys,1
2559,Traveller,Chris Stapleton,2
2560,Travels,Pat Metheny Group,1
2561,Treasures Of Hawaiian Slack Key Guitar,(Various Artists),1
2562,Treinta Días,La Santa Cecilia,1
2563,Tribute - The Songs Of Andrae Crouch,(Various Artists),1
2564,Tribute To Irakere: Live In Marciac,Chucho Valdés,1
2565,Tribute To Steve Goodman,"Al Bunetta, Dan Einstein & Hank Neuberger, producers; (Arlo Guthrie, John Hartford, Richie Havens, Bonnie Koloc, Nitty Gritty Dirt Band, John Prine and Others)",1
2566,Trilogy,Chick Corea Trio,1
2567,Trio,"Dolly Parton, Linda Ronstadt & Emmylou Harris",1
2568,Triple Helix,Anat Cohen Tentet,1
2569,Triumph,Philip Bailey,1
2570,Troubadour,George Strait,1
2571,Trouble,Pink,1
2572,True Life Blues - The Songs Of Bill Monroe,(Various Artists),1
2573,True Love,Toots & The Maytals,1
2574,Truly,Lionel Richie,1
2575,Truth Hurts,Lizzo,2
2576,Tu Esclavo Y Amo,Lupillo Rivera,1
2577,Tu Noche Con...Los Tigres Del Norte,Los Tigres Del Norte,1
2578,Tunnel Of Love,Bruce Springsteen,1
2579,Tunnel Vision,Gene Moore,1
2580,Turbulent Indigo,Joni Mitchell,1
2581,Turn Around,Jonny Lang,1
2582,Turned To Blue,Nancy Wilson,1
2583,Twin Peaks Theme,Angelo Badalamenti,1
2584,Two Against Nature,Steely Dan,2
2585,Two Days In November,Merle Watson & Doc Watson,1
2586,Two Hearts (From Buster),"Phil Collins & Lamont Dozier, songwriters (Phil Collins)",1
2587,U Can't Touch This,M.C. Hammer,1
2588,U Don't Have To Call,Usher,1
2589,U Remind Me,Usher,1
2590,U.F.O.F.,Big Thief,1
2591,U.N.I.T.Y.,Queen Latifah,1
2592,Umbrella,Rihanna Featuring Jay-Z,1
2593,"Un Azteca En El Azteca, Vol. 1 (En Vivo)",Vicente Fernández,1
2594,Un Besito Más,Jesse & Joy,1
2595,Un Hombre Solo,Julio Iglesias,1
2596,Un Millon De Rosas,La Mafia,1
2597,Un-Break My Heart,Toni Braxton,1
2598,Una Noche Con Rubén Blades,Jazz At Lincoln Center Orchestra With Wynton Marsalis Featuring Rubén Blades,1
2599,Unapologetic,Rihanna,1
2600,Uncaged,Zac Brown Band,1
2601,Unchained,Johnny Cash,1
2602,Under The Sea (From The Little Mermaid),"Howard Ashman & Alan Menken, songwriters (Various Artists)",1
2603,Under Their Influence,Russ Taff,1
2604,Undercurrent,Sarah Jarosz,1
2605,Underneath It All,No Doubt,1
2606,Underwater,RÜFÜS DU SOL,1
2607,Unexpected,Jason Crabb,1
2608,Unfinished Business,Steve Goodman,1
2609,Unfinished Masterpiece,Eddie Palmieri,1
2610,Unforgettable,"Natalie Cole (With Nat ""King"" Cole)",2
2611,Unforgettable With Love,Natalie Cole,1
2612,Unguarded,Amy Grant,1
2613,Uninvited,Alanis Morissette,1
2614,Unionhouse Branch,Alison Krauss And Union Station,1
2615,Unity Band,Pat Metheny Unity Band,1
2616,Unleashed,Killswitch Engage,1
2617,Unleashed,The Nashville Bluegrass Band,1
2618,Unmistakably Lou,Lou Rawls,1
2619,Uno,La Ley,1
2620,Unorthodox Jukebox,Bruno Mars,1
2621,Unplugged,Eric Clapton,2
2622,Unseen Power,Petra,1
2623,Unspeakable,Bill Frisell,1
2624,Until I Met You (Corner Pocket),The Manhattan Transfer,1
2625,Until My Heart Caves In,Audio Adrenaline,1
2626,Untitled (How Does It Feel),D'Angelo,1
2627,Up A Lazy River,Si Zentner,1
2628,Up Where We Belong,Joe Cocker & Jennifer Warnes,1
2629,"Up, Up And Away",5th Dimension,4
2630,"Up, Up And Away",Johnny Mann Singers,1
2631,Uptown Funk,Mark Ronson Featuring Bruno Mars,2
2632,Use Somebody,Kings Of Leon,2
2633,Van Lear Rose,Loretta Lynn,1
2634,Variations On A Theme By Eric Satie,"Blood, Sweat And Tears",1
2635,Venom & Faith,Larkin Poe,1
2636,Ventura,Anderson .Paak,1
2637,Vertigo,U2,2
2638,Verve,Sebastian Plano,1
2639,Victory,Yolanda Adams,1
2640,Vida,Draco Rosa,1
2641,Vida,Luis Fonsi,1
2642,Virtual Insanity,Jamiroquai,1
2643,Vision Of Love,Mariah Carey,1
2644,Viva La Revolucion,Ruben Ramos & The Mexican Revolution,1
2645,Viva La Tradición,Spanish Harlem Orchestra,1
2646,Viva La Vida,Coldplay,1
2647,Viva La Vida Or Death And All His Friends,Coldplay,1
2648,Vocalese,The Manhattan Transfer,1
2649,Vol. 2...Hard Knock Life,Jay-Z,1
2650,Voodoo,D'Angelo,1
2651,Voodoo Lounge,The Rolling Stones,1
2652,Voyage To India,India.Arie,1
2653,Voz D'Amor,Cesaria Evora,1
2654,Vuelve,Ricky Martin,1
2655,Wagon Wheel,Darius Rucker,1
2656,Wait On The Lord,Donnie McClurkin Featuring Karen Clark Sheard,1
2657,Waitin' For The Hard Times To Go,The Nashville Bluegrass Band,1
2658,Waiting On The World To Change,John Mayer,1
2659,Wake Up!,John Legend & The Roots,1
2660,Wake-Up Call,Petra,1
2661,Walk,Foo Fighters,1
2662,Walk On,U2,1
2663,Walk On The Water,Gerry Mulligan,1
2664,Walk The Line,Joaquin Phoenix & Various Artists,1
2665,Walk Through Fire,Yola,1
2666,Walking In Space,Quincy Jones,1
2667,Walls,Barbra Streisand,1
2668,Walls Of Glass,Russ Taff,1
2669,Wanna Be With You,"Earth, Wind & Fire",1
2670,War Machine,AC/DC,1
2671,Warm Breeze,Count Basie,1
2672,Washington Square Serenade,Steve Earle,1
2673,Wasting Light,Foo Fighters,1
2674,Wax Simulacra,The Mars Volta,1
2675,We Are In Love,"Harry Connick, Jr.",1
2676,We Are The Night,The Chemical Brothers,1
2677,We Are The World,USA For Africa (Various Artists),1
2678,We Are The World,USA For Africa - Various Artists,1
2679,We Are The World - The Video Event,USA For Africa - Various Artists,1
2680,We Belong Together,Mariah Carey,1
2681,We Called Him Mr. Gospel Music - The James Blackwood Tribute Album,"The Jordanaires, Larry Ford & The Light Crust Doughboys",1
2682,We Come To Worship,Blackwood Brothers,1
2683,We Dig Mancini,Anita Kerr Singers,1
2684,We Found Love,Rihanna Featuring Calvin Harris,1
2685,We Got Us,Eydie Gorme & Steve Lawrence,1
2686,We Live Here,Pat Metheny Group,1
2687,We Love You Call Collect,Art Linkletter & Diane Linkletter,1
2688,We Shall Overcome - The Seeger Sessions,Bruce Springsteen,1
2689,We Sing Praises,Sandra Crouch,1
2690,We Will Meet Again,Bill Evans,1
2691,We'll Sing In The Sunshine,Gale Garnett,1
2692,We've Got To Try,The Chemical Brothers,1
2693,Weapon Of Choice,Fatboy Slim Featuring Bootsy Collins,1
2694,Weather,Tycho Featuring Saint Sinner,1
2695,Welcome To Jamrock,Damian Marley,2
2696,Welcome To The Freak Show - dc Talk Live In Concert,dc Talk,1
2697,West Side Story,Andre Previn,1
2698,West Side Story,Original Cast,1
2699,West Side Story,Stan Kenton,1
2700,Westway To The World,The Clash,1
2701,What A Diff'rence A Day Makes,Dinah Washington,1
2702,What A Fool Believes,The Doobie Brothers,1
2703,What A Friend,Larry Hart,1
2704,What Goes Around,Dave Holland Big Band,1
2705,What Goes Around...Comes Around,Justin Timberlake,1
2706,What Heat,Bokanté & Metropole Orkest Conducted By Jules Buckley,1
2707,What Is This Thing Called Love,Bobby McFerrin,1
2708,What Now My Love,Herb Alpert And The Tijuana Brass,1
2709,What You Can Do To Avoid AIDS,"Earvin ""Magic"" Johnson & Robert O'Keefe",1
2710,What You Know,T.I.,1
2711,What's Going On,Chaka Khan & The Funk Brothers,1
2712,What's It All About,Pat Metheny,1
2713,What's Love Got To Do With It,Tina Turner,2
2714,Whatcha Lookin' 4,Kirk Franklin & The Family,1
2715,Wheel Hoss,Ricky Skaggs,1
2716,When A Man Loves A Woman,Michael Bolton,1
2717,When Bad Does Good,Chris Cornell,1
2718,When Can I See You,Babyface,1
2719,When Harry Met Sally,"Harry Connick, Jr.",1
2720,When I Call Your Name,Vince Gill,1
2721,When I Fall In Love,"Natalie Cole (& Nat ""King"" Cole)",1
2722,When I Look In Your Eyes,Diana Krall,1
2723,When It's Cold - Cree Round Dance Songs,Northern Cree,1
2724,When It's Polka Time At Your House,Jimmy Sturr,1
2725,When Love Finds You,Vince Gill,1
2726,When She Loved Me (From Toy Story 2),"Randy Newman, songwriter (Sarah McLachlan)",1
2727,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,2
2728,"When You're Hot, You're Hot",Jerry Reed,1
2729,When You're Strange,(The Doors),1
2730,Whenever I Say Your Name,Sting & Mary J. Blige,1
2731,Where Are Ü Now,Skrillex And Diplo With Justin Bieber,1
2732,Where Is The Love,Donny Hathaway & Roberta Flack,1
2733,Where It's At,Beck,1
2734,Where The Sidewalk Ends,Shel Silverstein,1
2735,Where The Soul Never Dies,The Oak Ridge Boys,1
2736,Where The Streets Have No Name,U2,1
2737,Where've You Been,Kathy Mattea,1
2738,Wherever You Are,Third Day,1
2739,While I'm Livin',Tanya Tucker,1
2740,Whiplash,Motörhead,1
2741,Whiskey Before Breakfast,Bryan Sutton & Doc Watson,1
2742,Whiskey In The Jar,Metallica,1
2743,White Horse,Taylor Swift,1
2744,White Limo,Foo Fighters,1
2745,White Sun II,White Sun,1
2746,Who Are You Now,Madison Cunningham,1
2747,Who Let The Dogs Out,Baha Men,1
2748,Who Says You Can't Go Home,Bon Jovi & Jennifer Nettles,1
2749,Who's Afraid Of Virginia Woolf?,"(Uta Hagen, Arthur Hill, George Grizzard & Melinda Dillon)",1
2750,Whoever's In New England,Reba McEntire,1
2751,Whoopi Goldberg - Original Broadway Show Recording,Whoopi Goldberg,1
2752,Why I Oppose The War In Vietnam,Martin Luther King Jr.,1
2753,Why Is There Air?,Bill Cosby,1
2754,Why Not Me,The Judds,1
2755,Why Not!,The Manhattan Transfer,1
2756,Wide Angles,Michael Brecker Quindectet,1
2757,Wide Open Spaces,Dixie Chicks,1
2758,Wildwood Flower,June Carter Cash,1
2759,Will The Circle Be Unbroken Vol. 2,Nitty Gritty Dirt Band,1
2760,Willow Weep For Me,Wes Montgomery,1
2761,Winchester Cathedral,New Vaudeville Band,1
2762,Wind Beneath My Wings,Bette Midler,1
2763,Winds Of Samsara,Ricky Kej & Wouter Kellerman,1
2764,Winelight,"Grover Washington, Jr.",1
2765,Wings,Peter Kater,1
2766,Wings For Wheels: The Making Of Born To Run,Bruce Springsteen,1
